Name,Question,Confidence,Medianconf,Questiontext,Deviation_from_median_confidence
Nancy Stokey,8,10,7,"One drawback of taxing capital income at a lower rate than labor income is that it gives people incentives to relabel income that policymakers find hard to categorize as ""capital"" rather than labor"".",3
Nancy Stokey,8,NA,5,"Despite relabeling concerns, taxing capital income at a permanently lower rate than labor income would result in higher average long-term prosperity, relative to an alternative that generated the same amount of tax revenue by permanently taxing capital and labor income at equal rates instead.",NA
Nancy Stokey,8,NA,5,"Although they do not always agree about the precise likely effects of different tax policies, another reason why economists often give disparate advice on tax policy is because they hold differing views about choices between raising average prosperity and redistributing income.",NA
Nancy Stokey,8,8,8,"By discounting pension liabilities at high interest rates under government accounting standards, many U.S. state and local governments understate their pension liabilities and the costs of providing pensions to public-sector workers.",0
Nancy Stokey,8,7,7,"During the next two decades some U.S. states, unless they substantially increase taxes, cut spending, and/or change public-sector pensions, will require a combination of severe austerity budgets, a federal bailout, and/or default.",0
Nancy Stokey,8,5,5,"Even if the third round of quantitative easing that the Fed recently announced increases real GDP growth over the next two years, the increase will be inconsequential.",0
Nancy Stokey,8,1,5,"Even if the third round of quantitative easing that the Fed recently announced increases annual consumer price inflation over the next five years, the increase will be inconsequential.",-4
Nancy Stokey,8,8,7,"Even if inflationary pressures rise substantially as a result of quantitative easing and low interest rates, the Federal Reserve has ample tools to rein inflation back in if it chooses to do so.",1
Nancy Stokey,8,NA,5,Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.,NA
Nancy Stokey,8,8,8,"A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels.",0
Nancy Stokey,9,8,7,here,1
Nancy Stokey,9,7,6,"Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.",1
Nancy Stokey,9,1,5,"A substantial sovereign-debt default by some combination of Greece, Ireland, Italy, Portugal and Spain is a necessary condition for the euro area as a whole to grow at its pre-crisis trend rate over the next three years.",-4
Nancy Stokey,9,3,6,"Unless there is a substantial default by some combination of Greece, Ireland, Italy, Portugal and Spain on their sovereign debt and commercial bank debt, plus credible reforms to prevent excessive borrowing in the future, the euro area is headed for a costly financial meltdown and a prolonged recession.",-3
Nancy Stokey,9,8,5,The current trade barriers in the U.S. sugar industry raise the profits of sugar producers and make the typical U.S. consumer pay more for sugar and goods that use sugar as an input.,3
Nancy Stokey,9,7,7,Loans to students attending for-profit colleges are especially risky because students attending them have had default rates that greatly exceed those for comparable students attending public and non-profit private institutions.,0
Nancy Stokey,9,8,8,Rules that tie each college's eligibility for federal student loans to its students' graduation rates and post-schooling employment outcomes would better protect taxpayers from losses on student loans.,0
Nancy Stokey,9,8,8,"The way in which money market funds normally trade – at one dollar per share, even though the per-share value of the assets backing them varies over time – made them vulnerable to a run in 2008 before they received taxpayer guarantees.",0
Nancy Stokey,9,3,5,Taxpayers would be better protected if each money market fund in the U.S. were instead required to trade at its floating net asset value.,-2
Nancy Stokey,9,1,7,"In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money.",-6
Nancy Stokey,9,9,5,Taxes or bans on large bottles of soft drinks containing sugar are not likely to have a significant effect on obesity rates because people will substitute towards consuming excessive calories in other ways.,4
Oliver Hart,1,7,5,"Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment.",2
Oliver Hart,1,5,4,"Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",1
Oliver Hart,1,10,7,Providing state and local subsidies to build stadiums for professional sports teams is likely to cost the relevant taxpayers more than any local economic benefits that are generated.,3
Oliver Hart,1,7,6,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US after-tax corporate profits.,1
Oliver Hart,1,7,7,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US real GDP growth.,0
Oliver Hart,1,8,5,The Council of Economic Advisors is likely to give the US president better policy advice if the Chair and Members of the CEA have published peer-reviewed economics research.,3
Oliver Hart,1,8,5,If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan,3
Oliver Hart,1,10,6,(see link),4
Oliver Hart,1,5,4,If all of the “Seven actions to protect American workers” in President-elect Trump’s,1
Oliver Hart,1,7,7,100-day plan,0
Oliver Hart,1,8,5,A merger of AT&T and Time Warner would likely increase consumer surplus over the ensuing decade.,3
Oliver Hart,1,5,4,"Long run fiscal sustainability in the US will require some combination of cuts in currently promised Medicare, Medicaid and Social Security benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",1
Oliver Hart,1,5,5,The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,0
Oliver Hart,1,8,8,"Adding new or higher import duties on products such as air conditioners, cars, and cookies — to encourage producers to make them in the US — would be a good idea.",0
Oliver Hart,1,8,7,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,1
Oliver Hart,1,8,6,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,2
Oliver Hart,1,10,8,"Because of the Brexit vote's outcome, the UK's real per-capita income level is likely to be lower a decade from now.",2
Oliver Hart,1,10,8,"Because of the Brexit vote's outcome, the rest of the EU's real per-capita income level is likely to be lower a decade from now.",2
Oliver Hart,1,7,7,Granting every American citizen over 21-years old a,0
Oliver Hart,1,7,5,"universal basic income of $13,000 a year",2
Oliver Hart,1,7,6,The,1
Oliver Hart,1,6,6,ratio of the 90th to the 10th percentile,0
Oliver Hart,1,5,6,The “Cadillac tax” on expensive employer-provided health insurance plans will reduce costly distortions in US health care if it is allowed to take effect as scheduled in 2018.,-1
Oliver Hart,1,6,5,A ban on very short-term loans at very high annualized interest rates (aka payday lending) would make most people who use or might use them better off.,1
Oliver Hart,1,5,5,"Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.",0
Oliver Hart,1,5,5,The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,0
Oliver Hart,1,5,4,"Taking into account the revenues, consumer surplus, purchasing patterns by income, and possible consumer biases, state-run lotteries (such as Powerball and scratch-off games) increase social welfare.",1
Oliver Hart,1,8,7,Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,1
Oliver Hart,1,7,7,Randomized control trials are a valuable tool for making significant progress in poverty reduction.,0
Oliver Hart,1,8,6,Rising inequality is straining the health of liberal democracy.,2
Oliver Hart,1,7,5,Enacting more redistributive expenditures and policies would be likely to limit the rise of populism.,2
Oliver Hart,2,6,5,"Right now, if the Federal Reserve were to try to reduce unemployment, then inflation would rise noticeably.",1
Oliver Hart,2,5,5,"Governments should allocate more resources to policies that would be likely to limit the rise of populism, even if it means higher public debt or lower public spending in other areas.",0
Oliver Hart,2,8,6,Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,2
Oliver Hart,2,7,5,"Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value.",2
Oliver Hart,2,1,6,Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.,-5
Oliver Hart,2,7,5,"A substantial source of the value of decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities.",2
Oliver Hart,2,8,7,"In a case like the US women’s national soccer team where the revenues that they generate and their on-field performance both exceed those of the men’s team, there is no justification for lower pay.",1
Oliver Hart,2,7,5,Fining companies above a certain size that fail to provide the same remuneration to men and women employees performing comparable roles would be an effective way of closing the gender pay gap.,2
Oliver Hart,2,8,8,Mexico's persistent bilateral trade surplus with the United States implies that Mexico is following policies that keep the peso artificially weak against the US dollar.,0
Oliver Hart,2,8,7,"The existence of a multi-year trade deficit of Country A with Country B implies that B has successfully tilted the playing field in its favor in terms of such policies as tariffs, non-tariff barriers, and the exchange rate between them.",1
Oliver Hart,2,8,7,The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.,1
Oliver Hart,3,10,7,Presidents should make public statements about Federal Reserve interest rate decisions.,3
Oliver Hart,3,5,5,The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.,0
Oliver Hart,3,5,6,The incidence of the latest round of US import tariffs is likely to fall primarily on American households.,-1
Oliver Hart,3,5,5,The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.,0
Oliver Hart,3,8,8,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.,0
Oliver Hart,3,7,6,The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.,1
Oliver Hart,3,5,5,The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.,0
Oliver Hart,3,8,8,Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.,0
Oliver Hart,3,8,8,Countries that borrow in their own currency can finance as much real government spending as they want by creating money.,0
Oliver Hart,3,7,5,"When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.",2
Oliver Hart,3,7,4,A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,3
Oliver Hart,4,9,6,The Federal Reserve should always be able to make emergency loans to banks.,3
Oliver Hart,4,10,7,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth.",3
Oliver Hart,4,8,8,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",0
Oliver Hart,4,5,6,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity.",-1
Oliver Hart,4,9,7,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use",2
Oliver Hart,4,6,6,ranked-choice voting,0
Oliver Hart,4,8,7,The US spends roughly,1
Oliver Hart,4,5,6,17% of GDP on healthcare,-1
Oliver Hart,4,7,6,"Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm.",1
Oliver Hart,4,8,5,Carbon taxes are a better way to implement climate policy than cap-and-trade.,3
Oliver Hart,4,7,6,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",1
Oliver Hart,5,5,5,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients.",0
Oliver Hart,5,10,7,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power.",3
Oliver Hart,5,8,7,"Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",1
Oliver Hart,5,7,7,"To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",0
Oliver Hart,5,5,4,"Because global supply chains are more important now, import tariffs are likely substantially more costly than they would have been 25 years ago.",1
Oliver Hart,5,6,5,"Britain's Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:

Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability.",1
Oliver Hart,5,5,4,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets.",1
Oliver Hart,5,6,6,"All things considered, US society will be better off if sports betting becomes legal in more US states (beyond Nevada).",0
Oliver Hart,5,7,7,"Over the next decade, autonomous cars will raise average welfare in the US by at least as much as smartphones have over the past decade.",0
Oliver Hart,5,10,8,Restricting eligibility for senior government economic-policy posts by requiring a graduate degree in economics would reduce the chances for good public policy outcomes.,2
Oliver Hart,5,8,6,"NCAA Division I schools coordinate compensation for men’s basketball and football players (precluding actual pay and limiting non-monetary benefits), providing rents to member schools (which may be shared with others) at the expense of those players.",2
Oliver Hart,6,5,5,Replacing the current US health insurance system as outlined in a) would lead to lower aggregate innovation in the pharmaceutical industry.,0
Oliver Hart,6,5,5,Imposing new US tariffs on steel and aluminum will improve Americans’ welfare.,0
Oliver Hart,6,5,5,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",0
Oliver Hart,6,5,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",-1
Oliver Hart,6,8,6,"The biggest reason for the measured slowdown in US productivity growth since the mid-2000s is that productivity increases have gone mismeasured, including new and better products and services that have been insufficiently captured by real output data.",2
Oliver Hart,6,5,5,"Because of the many special and unique roles that the dollar plays in global commerce, US citizens are substantially better off than they otherwise would be.",0
Oliver Hart,6,5,5,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",0
Oliver Hart,6,5,6,"A bitcoin has a fundamental value of at least $1,000.",-1
Oliver Hart,6,10,7,The best forecast for the value of one bitcoin in 2 years is its current price.,3
Oliver Hart,6,5,6,"Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries.",-1
Oliver Hart,6,5,5,"In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies.",0
Oliver Hart,7,5,5,Replacing the current US health insurance system as outlined in a) would improve health outcomes for the majority of the population.,0
Oliver Hart,7,5,6,The concept of “maximum sustainable employment” is well defined enough to be used beneficially in economic policymaking.,-1
Oliver Hart,7,7,7,Right now the US economy is operating below maximum sustainable employment.,0
Oliver Hart,7,10,7,If the US enacts a tax bill similar to those currently moving through the,3
Oliver Hart,7,6,5,House,1
Oliver Hart,7,10,8,Senate,2
Oliver Hart,7,5,5,If the US enacts a tax bill similar to those currently moving through the,0
Oliver Hart,7,5,5,House,0
Oliver Hart,7,5,7,Senate,-2
Oliver Hart,7,5,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially reduce output variability in the United States.,0
Oliver Hart,7,5,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially lower the cost of borrowing for the federal government.,0
Oliver Hart,8,8,6,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population.",2
Oliver Hart,8,5,5,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",0
Oliver Hart,8,7,7,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,0
Oliver Hart,8,7,6,"Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",1
Oliver Hart,8,7,8,Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,-1
Oliver Hart,8,7,7,"If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged.",0
Oliver Hart,8,8,8,Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.,0
Oliver Hart,8,5,4,"If the US reduced its fiscal deficit, then its trade deficit would also shrink.",1
Oliver Hart,8,5,5,"The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both).",0
Oliver Hart,8,10,9,"The advisability of increasing federal spending on roads, railways, bridges and airports is independent of whether the US also enacts tax cuts that substantially lower revenues.",1
Oliver Hart,8,8,7,"Because labor markets across different sectors are connected, rising productivity in manufacturing leads the cost of labor-intensive services — such as education and health care — to rise.",1
Oliver Hart,9,9,5,Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,4
Oliver Hart,9,6,7,"Since 1980, whenever substantial growth effects have been required to make a tax reform plan revenue neutral, the actual outcome has invariably been a fall in tax revenue as a share of GDP.",-1
Oliver Hart,9,6,6,The tax reform plan proposed by President Trump this week would likely pay for itself through higher economic growth.,0
Oliver Hart,9,7,5,"Implementing a ""destination based cash flow tax (including",2
Oliver Hart,9,10,6,border adjustment,4
Oliver Hart,9,7,5,Implementing a “destination based cash flow tax (including,2
Oliver Hart,9,5,7,border adjustment,-2
Oliver Hart,9,6,6,"Forecasting the effects of complex legislative actions is hard, so even competent, non-ideological and non-partisan projections could differ substantially from outcomes.",0
Oliver Hart,9,6,6,"Adjusting for legal restrictions on what the CBO can assume about future legislation and events, the CBO has historically issued credible forecasts of the effects of both Democratic and Republican legislative proposals.",0
Oliver Hart,9,7,4,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",3
Oliver Hart,9,5,6,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",-1
Pete Klenow,1,5,5,"Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment.",0
Pete Klenow,1,3,4,"Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",-1
Pete Klenow,1,10,5,border adjustment,5
Pete Klenow,1,1,7,Implementing a “destination based cash flow tax (including,-6
Pete Klenow,1,6,6,border adjustment,0
Pete Klenow,1,6,6,"Forecasting the effects of complex legislative actions is hard, so even competent, non-ideological and non-partisan projections could differ substantially from outcomes.",0
Pete Klenow,1,1,4,"Adjusting for legal restrictions on what the CBO can assume about future legislation and events, the CBO has historically issued credible forecasts of the effects of both Democratic and Republican legislative proposals.",-3
Pete Klenow,1,7,6,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",1
Pete Klenow,1,7,7,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",0
Pete Klenow,1,4,6,Providing state and local subsidies to build stadiums for professional sports teams is likely to cost the relevant taxpayers more than any local economic benefits that are generated.,-2
Pete Klenow,1,1,7,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US after-tax corporate profits.,-6
Pete Klenow,1,5,5,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US real GDP growth.,0
Pete Klenow,1,3,5,The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,-2
Pete Klenow,1,5,5,The Council of Economic Advisors is likely to give the US president better policy advice if the Chair and Members of the CEA have published peer-reviewed economics research.,0
Pete Klenow,1,5,6,If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan,-1
Pete Klenow,1,4,4,(see link),0
Pete Klenow,1,3,7,If all of the “Seven actions to protect American workers” in President-elect Trump’s,-4
Pete Klenow,1,2,5,100-day plan,-3
Pete Klenow,1,2,4,A merger of AT&T and Time Warner would likely increase consumer surplus over the ensuing decade.,-2
Pete Klenow,1,10,8,"Long run fiscal sustainability in the US will require some combination of cuts in currently promised Medicare, Medicaid and Social Security benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",2
Pete Klenow,1,10,7,"Adding new or higher import duties on products such as air conditioners, cars, and cookies — to encourage producers to make them in the US — would be a good idea.",3
Pete Klenow,1,10,6,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,4
Pete Klenow,1,3,8,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,-5
Pete Klenow,1,2,5,A ban on very short-term loans at very high annualized interest rates (aka payday lending) would make most people who use or might use them better off.,-3
Pete Klenow,1,2,5,"Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.",-3
Pete Klenow,1,2,5,The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,-3
Pete Klenow,1,1,4,"Taking into account the revenues, consumer surplus, purchasing patterns by income, and possible consumer biases, state-run lotteries (such as Powerball and scratch-off games) increase social welfare.",-3
Pete Klenow,1,7,7,Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,0
Pete Klenow,1,7,7,Randomized control trials are a valuable tool for making significant progress in poverty reduction.,0
Pete Klenow,1,1,6,Rising inequality is straining the health of liberal democracy.,-5
Pete Klenow,1,1,5,Enacting more redistributive expenditures and policies would be likely to limit the rise of populism.,-4
Pete Klenow,2,5,5,"Right now, if the Federal Reserve were to try to reduce unemployment, then inflation would rise noticeably.",0
Pete Klenow,2,1,5,"Governments should allocate more resources to policies that would be likely to limit the rise of populism, even if it means higher public debt or lower public spending in other areas.",-4
Pete Klenow,2,10,6,Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,4
Pete Klenow,2,1,5,"Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value.",-4
Pete Klenow,2,1,6,Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.,-5
Pete Klenow,2,3,5,"A substantial source of the value of decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities.",-2
Pete Klenow,2,3,7,"In a case like the US women’s national soccer team where the revenues that they generate and their on-field performance both exceed those of the men’s team, there is no justification for lower pay.",-4
Pete Klenow,2,3,5,Fining companies above a certain size that fail to provide the same remuneration to men and women employees performing comparable roles would be an effective way of closing the gender pay gap.,-2
Pete Klenow,2,8,8,Mexico's persistent bilateral trade surplus with the United States implies that Mexico is following policies that keep the peso artificially weak against the US dollar.,0
Pete Klenow,2,8,7,"The existence of a multi-year trade deficit of Country A with Country B implies that B has successfully tilted the playing field in its favor in terms of such policies as tariffs, non-tariff barriers, and the exchange rate between them.",1
Pete Klenow,2,7,7,The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.,0
Pete Klenow,3,5,7,Presidents should make public statements about Federal Reserve interest rate decisions.,-2
Pete Klenow,3,7,5,The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.,2
Pete Klenow,3,7,6,The incidence of the latest round of US import tariffs is likely to fall primarily on American households.,1
Pete Klenow,3,6,5,The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.,1
Pete Klenow,3,7,8,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.,-1
Pete Klenow,3,3,6,The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.,-3
Pete Klenow,3,2,5,The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.,-3
Pete Klenow,3,3,5,Senator Warren’s,-2
Pete Klenow,3,4,5,proposed,-1
Pete Klenow,3,3,5,"If successfully enforced, Senator Warren’s proposed wealth tax would substantially decrease the share of wealth going to the top 0.1% of wealth-holders after 20 years.",-2
Pete Klenow,3,3,5,"A public policy goal that could be accomplished with a well-enforced wealth tax could be equally accomplished with modifications to existing federal taxes – for example, revising the estate tax and/or capital gains tax.",-2
Pete Klenow,4,3,6,The Federal Reserve should always be able to make emergency loans to banks.,-3
Pete Klenow,4,3,5,Forcing Amazon to divest Whole Foods now would be in the public interest.,-2
Pete Klenow,4,3,5,Acquisitions by large tech platforms where there are risks of anti-competitive effects like those posed by Amazon’s acquisition of Whole Foods should not be permitted.,-2
Pete Klenow,4,10,8,"Large tech platforms, such as Amazon Marketplace and Google Search, should be designated as ‘platform utilities' and broken apart from any participant on that platform.",2
Pete Klenow,4,10,8,Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.,2
Pete Klenow,4,5,5,Countries that borrow in their own currency can finance as much real government spending as they want by creating money.,0
Pete Klenow,4,5,4,"When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.",1
Pete Klenow,4,3,7,A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,-4
Pete Klenow,4,7,8,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth.",-1
Pete Klenow,4,8,6,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",2
Pete Klenow,4,1,7,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity.",-6
Pete Klenow,5,3,5,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients.",-2
Pete Klenow,5,3,6,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use",-3
Pete Klenow,5,8,7,ranked-choice voting,1
Pete Klenow,5,1,6,The US spends roughly,-5
Pete Klenow,5,10,6,17% of GDP on healthcare,4
Pete Klenow,5,5,5,"Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm.",0
Pete Klenow,5,5,6,Carbon taxes are a better way to implement climate policy than cap-and-trade.,-1
Pete Klenow,5,5,7,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",-2
Pete Klenow,5,5,7,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power.",-2
Pete Klenow,5,10,7,"Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",3
Pete Klenow,5,1,4,"To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",-3
Pete Klenow,6,2,5,Replacing the current US health insurance system as outlined in a) would lead to lower aggregate innovation in the pharmaceutical industry.,-3
Pete Klenow,6,3,5,"Because global supply chains are more important now, import tariffs are likely substantially more costly than they would have been 25 years ago.",-2
Pete Klenow,6,3,4,"Britain's Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:

Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability.",-1
Pete Klenow,6,2,6,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets.",-4
Pete Klenow,6,8,7,"All things considered, US society will be better off if sports betting becomes legal in more US states (beyond Nevada).",1
Pete Klenow,6,10,8,"Over the next decade, autonomous cars will raise average welfare in the US by at least as much as smartphones have over the past decade.",2
Pete Klenow,6,3,6,Restricting eligibility for senior government economic-policy posts by requiring a graduate degree in economics would reduce the chances for good public policy outcomes.,-3
