Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
Luis Garicano,10,LSE,m,NA,5,Did Not Answer,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Patrick Honohan,31,Trinity College Dublin,m,1,5,Uncertain,Disagree,Some interventions clearly desirable; potential for dysfunctional action also evident.,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Per Krusell,13,Stockholm University,m,2,5,Strongly Disagree,Disagree,"A solid public education system is important, as is public health, in my view. Paying people to live in certain areas is more questionable.",Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Richard William Blundell,31,University College London,m,NA,5,Did Not Answer,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Lucrezia Reichlin,31,London Business School,f,4,5,Agree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Christopher Pissarides,31,LSE,m,3,5,Disagree,Disagree,In principle the suggestion sounds good but governments are unlike to do a good job and the result will be worse than before,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Beatrice Weder di Mauro,31,Gutenberg University Mainz and INSEAD,f,NA,5,Did Not Answer,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Marco Pagano,31,Università di Napoli Federico II,m,NA,5,No Opinion,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Hans-Joachim Voth,31,University of Zurich,m,7,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Karl Whelan,31,University College Dublin,m,NA,5,Did Not Answer,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Lubos Pastor,31,Chicago Booth,m,3,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Veronica Guerrieri,31,Chicago Booth,f,7,5,Uncertain,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Canice Prendergast,31,Chicago Booth,m,6,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Rachel Griffith,31,University of Manchester,f,4,5,Agree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Elena Carletti,31,Bocconi,f,3,5,Agree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
John Vickers,31,Oxford,m,3,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Daniel Sturm,31,London School of Economics,m,4,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Luigi Guiso,31,Einaudi Institute for Economics and Finance,m,5,5,Uncertain,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Peter Neary,31,Oxford,m,NA,5,Did Not Answer,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Jan Eeckhout,31,University College London,m,8,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Christian Leuz,31,Chicago Booth,m,6,5,Uncertain,Disagree,"Concerned about gentrification, but not much evidence on benefits of policies to counter it; have evidence policies have non-trivial costs.
-see background information here
-see background information here
-see background information here",Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Agnès Bénassy-Quéré,31,Paris School of Economics,f,5,5,Uncertain,Disagree,Difficult in practice since housing subsidies may be captured while public housing may end up crowding out the middle class.,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
John Van Reenen,31,MIT,m,6,5,Disagree,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Nicholas Bloom,31,Stanford,m,7,5,Disagree,Disagree,Rent control,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Thierry Mayer,31,Sciences-Po,m,9,5,Uncertain,Disagree,,Gentrification,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies."
Christian Leuz,54,Chicago Booth,m,5,6,Disagree,Strongly Disagree,"Little hard evidence to support protectionism for mergers or fines. Could be in other areas&we lack similar EU tech firms as counterfactuals
-see background information here
-see background information here
-see background information here",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Hans-Joachim Voth,54,University of Zurich,m,7,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Nicola Fuchs-Schündeln,54,Goethe-Universität Frankfurt,f,NA,6,No Opinion,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Rafael Repullo,54,CEMFI,m,7,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Xavier Freixas,54,Universitat Pompeu Fabra,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Franklin Allen,54,Imperial College London,m,3,6,Uncertain,Strongly Disagree,I would say the evidence is mixed and I do not enough about it to draw a reasonable conclusion.,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Fabrizio Zilibotti,54,Yale,m,7,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Philippe Aghion,5,Harvard,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Luis Garicano,33,LSE,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Luigi Guiso,54,Einaudi Institute for Economics and Finance,m,7,6,Strongly Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
John Van Reenen,54,MIT,m,9,6,Strongly Disagree,Strongly Disagree,"EU anti-trust policy similar to US, but enforced more vigorously
-see background information here
-see background information here",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Richard William Blundell,54,University College London,m,5,6,Uncertain,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Rachel Griffith,54,University of Manchester,f,8,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Ernst Fehr,54,Universität Zurich,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Eliana La Ferrara,54,Bocconi,f,3,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Peter Neary,54,Oxford,m,3,6,Uncertain,Strongly Disagree,"Given the size of the European market, favouring EU-based firms need not be so costly, provided a robust approach is taken to market abuse.",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Patrick Honohan,54,Trinity College Dublin,m,1,6,Uncertain,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Henrik Kleven,48,Princeton,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Pol Antras,54,Harvard,m,5,6,Uncertain,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Hélène Rey,54,London Business School,f,8,6,Strongly Disagree,Strongly Disagree,Cases against tech giants have been very visible . Does not mean bias. DG comp has a very good record over the years.,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Botond Kőszegi,54,Central European University,m,NA,6,No Opinion,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Marco Pagano,54,Università di Napoli Federico II,m,1,6,Uncertain,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Lubos Pastor,54,Chicago Booth,m,NA,6,No Opinion,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Elena Carletti,54,Bocconi,f,6,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Karl Whelan,54,University College Dublin,m,7,6,Strongly Disagree,Strongly Disagree,This is not my area of academic expertise but this is not my impression of how antitrust rules have operated in the EU.,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Richard Portes,54,London Business School,m,9,6,Strongly Disagree,Strongly Disagree,"European competition policy focuses on market power (unlike US). No evidence of protectionist motives, quite the contrary.",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Kevin O'Rourke,54,Oxford,m,5,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Jordi Galí,54,Universitat Pompeu Fabra,m,NA,6,No Opinion,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Torsten Persson,54,Stockholm University,m,4,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Agnès Bénassy-Quéré,54,Paris School of Economics,f,5,6,Strongly Disagree,Strongly Disagree,Many European firms have been targeted.,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Timothy J. Besley,48,LSE,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Jean-Pierre Danthine,54,Paris School of Economics,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Jan Pieter Krahnen,54,Goethe University Frankfurt,m,5,6,Uncertain,Strongly Disagree,"A generalized answer to this question needs to be specify a particular industry. In banking I do not agree, in others I don't know enough.",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Nicholas Bloom,54,Stanford,m,7,6,Strongly Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Charles Wyplosz,54,The Graduate Institute Geneva,m,2,6,Uncertain,Strongly Disagree,Anti-trust is pro-competition but its use can be distorted for protectionist aims.,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Antoinette Schoar,54,MIT,f,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Olivier Blanchard,54,Peterson Institute,m,3,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Christopher Pissarides,54,LSE,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Beatrice Weder di Mauro,54,Gutenberg University Mainz and INSEAD,f,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Veronica Guerrieri,54,Chicago Booth,f,6,6,Agree,Strongly Disagree,"This is a weak ""agree"". I think sometimes it does, but sometimes it does not. ""Often"" sounds a bit too strong to me.",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Per Krusell,36,Stockholm University,m,NA,6,No Opinion,Strongly Disagree,I don’t know.,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Costas Meghir,54,Yale,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Lucrezia Reichlin,54,London Business School,f,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Jan Eeckhout,54,University College London,m,7,6,Disagree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
John Vickers,54,Oxford,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Francesco Giavazzi,54,Bocconi,m,8,6,Disagree,Strongly Disagree,"I'd like to see clear evidence for this statement, which I currently do not see",Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Canice Prendergast,54,Chicago Booth,m,8,6,Agree,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Paul De Grauwe,54,LSE,m,NA,6,Did Not Answer,Strongly Disagree,,Antitrust and International Competition,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets."
Marco Pagano,73,Università di Napoli Federico II,m,1,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Philippe Aghion,24,Harvard,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Antoinette Schoar,73,MIT,f,7,6,Uncertain,Uncertain,The benefits of the immigration will depend on how well German society can provide education opportunities and integrate the refugees.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Hans-Joachim Voth,73,University of Zurich,m,8,6,Strongly Disagree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Christian Leuz,73,Chicago Booth,m,2,6,Agree,Uncertain,"Agree for migrants,esp w/ low birth rate as DE. Less clear w/ large ref influx. Key is quick right to work&access to education. DE too rigid
-see background information here
-see background information here
-see background information here",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Agnès Bénassy-Quéré,73,Paris School of Economics,f,3,6,Uncertain,Uncertain,I think it will take more than a decade for the net economic benefits to appear.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Henrik Kleven,67,Princeton,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Xavier Freixas,73,Universitat Pompeu Fabra,m,5,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Kevin O'Rourke,73,Oxford,m,8,6,Uncertain,Uncertain,"It will depend on their composition, how well they are integrated into labour markets, and other factors. Plus: which German citizens?",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Nicholas Bloom,73,Stanford,m,4,6,Uncertain,Uncertain,This was an incredible humanitarian move but the economics are unclear. They are accepting mainly unskilled and often traumatized people.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Elena Carletti,73,Bocconi,f,5,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Jan Pieter Krahnen,73,Goethe University Frankfurt,m,9,6,Uncertain,Uncertain,"Direct effects likely negative, while indirect effects -ranging from fiscal stimuli to change in immigration policy- likely positive. Sum=?",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Luis Garicano,52,LSE,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Christopher Pissarides,73,LSE,m,8,6,Uncertain,Uncertain,"refugees are primarily young, which is good, but unqualified in things needed by German industry, which could offset benefits",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Timothy J. Besley,67,LSE,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Pol Antras,73,Harvard,m,8,6,Agree,Uncertain,The effect on aggregate income (even aggregate income per capita) will likely be positive; but distributive effects might lead to discontent,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Paul De Grauwe,73,LSE,m,7,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Lubos Pastor,73,Chicago Booth,m,3,6,Uncertain,Uncertain,The economy will get bigger but maybe not per capita and there will be redistribution.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Martin Hellwig,9,Max Planck Institute for Research on Collective Goods,m,NA,6,No Opinion,Uncertain,The outcome is highly contingent on the extent of labor market opening and on integration. No general assessment can be seriously made.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Richard Baldwin,1,The Graduate Institute Geneva,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Fabrizio Zilibotti,73,Yale,m,5,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Patrick Honohan,73,Trinity College Dublin,m,6,6,Agree,Uncertain,Aging Europe must find ways of coping with immigration; though the 2015 surge may have unleashed political forces with bad economic impact.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Jan Eeckhout,73,University College London,m,7,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Rafael Repullo,73,CEMFI,m,5,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Olivier Blanchard,73,Peterson Institute,m,6,6,Uncertain,Uncertain,it very much depends on the degree to which the refugees eventually become integrated and productive. Not clear at this point.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Jean-Pierre Danthine,73,Paris School of Economics,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Franklin Allen,73,Imperial College London,m,6,6,Agree,Uncertain,I am not very well informed on the skill sets of the refugees that have been allowed to stay. In general I think immigration is beneficial.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Hélène Rey,73,London Business School,f,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Francesco Giavazzi,73,Bocconi,m,5,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Eliana La Ferrara,73,Bocconi,f,6,6,Uncertain,Uncertain,"Depends on extent refugees' integration in labor market. If successful, benefits for pension system could outweigh social welfare costs.",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Karl Whelan,73,University College Dublin,m,7,6,Agree,Uncertain,Germany has very poor demographics and its population is set to contract. Taking in immigrants will have many long-term economic benefits.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
John Van Reenen,73,MIT,m,1,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Costas Meghir,73,Yale,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Ernst Fehr,73,Universität Zurich,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Rachel Griffith,73,University of Manchester,f,4,6,Disagree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Richard William Blundell,73,University College London,m,7,6,Agree,Uncertain,"This is a fairly skilled and young group, precisely the right mixture of human capital. Of course, there are some losers and usual frictions",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Richard Portes,73,London Business School,m,9,6,Strongly Agree,Uncertain,"Depends partly on integration policies. But evidence clear: immigrants bring dynamism, improve demography, net fiscal contributors.",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Charles Wyplosz,73,The Graduate Institute Geneva,m,8,6,Strongly Agree,Uncertain,"This is a big plus given a sharply negative natural demography, but... Absorbing this population will be long and costly.",Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Botond Kőszegi,73,Central European University,m,9,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Veronica Guerrieri,73,Chicago Booth,f,8,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Per Krusell,55,Stockholm University,m,5,6,Disagree,Uncertain,The adjustment likely takes longer (even though German labor markets allow low entry wages). Eventually the average benefits will be > 0.,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
John Vickers,73,Oxford,m,3,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Lucrezia Reichlin,73,London Business School,f,5,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Beatrice Weder di Mauro,73,Gutenberg University Mainz and INSEAD,f,9,6,Uncertain,Uncertain,Most refugees lack the skills to be quickly integrated into the German labor market. EducatIon and integration policies will be key,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Jordi Galí,73,Universitat Pompeu Fabra,m,8,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Luigi Guiso,73,Einaudi Institute for Economics and Finance,m,5,6,Uncertain,Uncertain,I have no theoretcial guidance to anser the question,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Peter Neary,73,Oxford,m,7,6,Strongly Agree,Uncertain,Net benefits from increased labor supply. Losses to some workers possible. Poor integration could lead to social unrest: safety nets needed,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Canice Prendergast,73,Chicago Booth,m,6,6,Agree,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Torsten Persson,73,Stockholm University,m,NA,6,Did Not Answer,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Nicola Fuchs-Schündeln,73,Goethe-Universität Frankfurt,f,4,6,Uncertain,Uncertain,,Refugees in Germany,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.
Lubos Pastor,63,Chicago Booth,m,NA,6,No Opinion,Uncertain,,US Healthcare: Prices vs Quantity and Quality,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans)."
